Condition	Model	Storage	Seller rating	Seller rating count	Duration	Number of pictures	Length of description	End Weekday	Start Weekday	End Hour	Handling time	Global shipping	Shipping Locations	Shipping Type	Return accepted	Price
0.0	0.714285714286	0.333333333333	1.0	0.416666666667	0.222222222222	0.222222222222	0.001358	0.666666666667	0.166666666667	0.782608695652	0.05	0.0	0.00401606425703	0.428571428571	0.0	9
0.2	0.428571428571	0.0	0.966	0.0833333333333	0.222222222222	0.666666666667	0.001872	0.666666666667	0.166666666667	0.95652173913	0.1	1.0	1.0	1.0	0.0	8
0.0	0.571428571429	0.333333333333	1.0	0.166666666667	0.666666666667	0.555555555556	0.000514	0.666666666667	0.666666666667	0.869565217391	0.1	0.0	0.00401606425703	1.0	0.0	5
0.2	0.714285714286	0.333333333333	1.0	0.166666666667	0.666666666667	0.111111111111	0.000756	0.5	0.5	0.869565217391	0.15	0.0	0.00401606425703	1.0	0.0	11
0.2	0.571428571429	0.333333333333	0.988	0.333333333333	0.0	0.0	0.010684	0.5	0.333333333333	0.217391304348	0.05	0.0	0.00401606425703	0.428571428571	1.0	6
0.2	0.714285714286	0.333333333333	1.0	0.333333333333	0.222222222222	0.333333333333	0.001516	0.5	0.0	0.739130434783	0.1	0.0	0.00401606425703	1.0	0.0	15
0.2	0.571428571429	0.333333333333	0.0	0.0	0.444444444444	0.222222222222	0.000678	0.5	0.833333333333	1.0	0.1	0.0	0.00401606425703	0.428571428571	1.0	7
0.2	0.714285714286	0.333333333333	1.0	0.25	0.222222222222	0.777777777778	0.00179	0.833333333333	0.333333333333	0.0434782608696	0.15	0.0	0.00401606425703	0.428571428571	0.0	12
0.2	0.428571428571	0.333333333333	1.0	0.0	0.666666666667	0.222222222222	0.000914	0.833333333333	0.833333333333	0.304347826087	0.05	0.0	0.00401606425703	1.0	1.0	6
1.0	1.0	0.666666666667	0.891	0.0833333333333	1.0	0.777777777778	0.000614	0.5	0.0	0.826086956522	0.1	0.0	0.00401606425703	1.0	0.0	22
0.2	0.714285714286	0.333333333333	0.995	0.333333333333	0.222222222222	0.222222222222	0.000502	0.5	0.0	0.95652173913	0.05	0.0	0.00401606425703	0.428571428571	1.0	12
0.0	0.285714285714	0.0	0.988	0.25	0.666666666667	0.0	7.8e-05	0.666666666667	0.666666666667	0.0869565217391	0.1	1.0	0.156626506024	1.0	0.0	2
0.0	0.428571428571	0.0	0.987	0.333333333333	0.666666666667	0.111111111111	0.000274	0.666666666667	0.666666666667	0.608695652174	0.1	0.0	0.00401606425703	0.714285714286	0.0	4
